94609,100000
73447,99999
38438,99998
75411,99997
28858,99996
10009,99995
98845,99994
93216,99993
83856,99992
76084,99991
73320,99990
72726,99989
68818,99988
66351,99987
59794,99986
52158,99985
50612,99984
45684,99983
35434,99982
23711,99981
9506,99980
46449,99979
7371,99978
91151,99977
84722,99976
81788,99975
68729,99974
63441,99973
56421,99972
37913,99971
28603,99970
6583,99969
86567,99968
81550,99967
72670,99966
51836,99965
45894,99964
45465,99963
29054,99962
19361,99961
11240,99960
4643,99959
89953,99958
87652,99957
76012,99956
34852,99955
2089,99954
92784,99953
89604,99952
67175,99951
61917,99950
37551,99949
25021,99948
1838,99947
90049,99946
89887,99945
86533,99944
85958,99943
83401,99942
80290,99941
74722,99940
72791,99939
71826,99938
61023,99937
60346,99936
56420,99935
55638,99934
54496,99933
52559,99932
50976,99931
47995,99930
42607,99929
41086,99928
37795,99927
32529,99926
30371,99925
26331,99924
25157,99923
20263,99922
16563,99921
16255,99920
16040,99919
15244,99918
14539,99917
14228,99916
13783,99915
8583,99914
8139,99913
5253,99912
699,99911
99031,99910
98982,99909
67130,99908
86284,99907
85668,99906
84370,99905
62666,99904
61698,99903
77846,99902
61605,99901
51602,99900
75587,99899
46315,99898
43113,99897
89072,99896
61852,99895
37048,99894
32407,99893
39543,99892
28165,99891
25069,99890
87231,99889
33039,99888
24850,99887
10474,99886
90247,99885
89398,99884
86064,99883
84715,99882
84371,99881
80790,99880
77200,99879
75381,99878
71835,99877
67179,99876
58283,99875
57904,99874
57783,99873
56688,99872
54111,99871
51490,99870
51073,99869
47476,99868
41549,99867
41308,99866
39440,99865
38475,99864
33813,99863
32127,99862
22981,99861
20983,99860
17309,99859
15782,99858
12649,99857
11970,99856
9635,99855
5379,99854
4011,99853
76716,99852
72713,99851
41637,99850
18023,99849
3785,99848
96753,99847
88929,99846
74492,99845
72685,99844
72250,99843
69834,99842
68240,99841
65418,99840
63185,99839
59812,99838
58929,99837
58068,99836
55874,99835
53668,99834
52246,99833
52136,99832
44268,99831
41300,99830
34142,99829
31341,99828
30463,99827
26445,99826
25869,99825
25080,99824
24075,99823
18717,99822
12236,99821
11466,99820
7574,99819
4069,99818
2550,99817
1185,99816
899,99815
93178,99814
83853,99813
76485,99812
62033,99811
60418,99810
60064,99809
51727,99808
41601,99807
37575,99806
36511,99805
26298,99804
24079,99803
19771,99802
15363,99801
311,99800
76551,99799
49625,99798
86559,99797
46843,99796
45877,99795
40700,99794
98352,99793
89550,99792
70906,99791
65169,99790
52899,99789
43434,99788
42394,99787
30045,99786
29738,99785
22541,99784
77946,99783
59855,99782
12045,99781
99047,99780
93200,99779
91868,99778
90278,99777
88474,99776
85561,99775
85420,99774
84347,99773
83322,99772
82302,99771
81175,99770
79754,99769
77637,99768
76471,99767
75001,99766
70067,99765
69943,99764
65498,99763
65129,99762
64988,99761
58739,99760
56422,99759
56362,99758
55335,99757
52155,99756
50411,99755
49376,99754
48337,99753
48252,99752
47558,99751
47146,99750
39788,99749
36029,99748
30488,99747
30184,99746
24237,99745
24113,99744
21137,99743
18964,99742
17348,99741
11739,99740
10347,99739
592,99738
96894,99737
88563,99736
79536,99735
73727,99734
65028,99733
25192,99732
5043,99731
97,99730
46835,99729
40174,99728
75369,99727
66581,99726
61415,99725
36074,99724
24608,99723
98009,99722
94860,99721
94674,99720
91461,99719
80882,99718
79871,99717
76116,99716
75846,99715
27069,99714
25262,99713
24629,99712
20980,99711
44197,99710
31698,99709
25273,99708
16607,99707
11476,99706
74264,99705
71479,99704
68648,99703
48321,99702
44774,99701
39963,99700
18450,99699
17813,99698
11077,99697
98987,99696
93135,99695
88887,99694
85363,99693
80241,99692
73670,99691
67709,99690
45633,99689
35689,99688
31581,99687
30410,99686
28408,99685
10342,99684
99220,99683
95473,99682
88529,99681
87583,99680
74590,99679
69263,99678
67771,99677
67266,99676
66799,99675
63730,99674
54470,99673
54343,99672
54259,99671
53215,99670
51719,99669
51141,99668
41294,99667
38650,99666
26885,99665
20423,99664
18098,99663
16567,99662
11585,99661
8254,99660
92508,99659
89353,99658
61626,99657
41644,99656
34322,99655
24571,99654
13041,99653
7216,99652
4542,99651
98658,99650
91634,99649
90021,99648
89320,99647
97863,99646
80420,99645
99849,99644
79008,99643
74049,99642
73147,99641
80463,99640
72386,99639
67952,99638
80043,99637
65435,99636
65223,99635
62512,99634
86198,99633
57456,99632
56937,99631
65386,99630
47084,99629
42108,99628
87466,99627
86231,99626
69157,99625
68027,99624
66954,99623
63489,99622
60245,99621
23396,99620
23297,99619
19736,99618
88991,99617
44718,99616
28621,99615
21067,99614
16575,99613
15612,99612
98599,99611
98333,99610
97983,99609
93325,99608
90994,99607
84276,99606
76068,99605
73869,99604
72226,99603
72113,99602
67695,99601
65542,99600
63523,99599
63218,99598
50319,99597
47297,99596
47294,99595
44968,99594
44790,99593
41035,99592
40888,99591
32925,99590
30434,99589
14953,99588
96617,99587
69879,99586
43720,99585
32671,99584
14083,99583
69711,99582
55516,99581
23423,99580
12842,99579
12573,99578
96135,99577
87351,99576
85184,99575
84821,99574
83418,99573
75941,99572
72267,99571
71339,99570
58736,99569
53863,99568
50937,99567
49720,99566
49681,99565
48686,99564
42990,99563
39237,99562
35379,99561
26078,99560
17251,99559
13934,99558
12298,99557
88422,99556
86355,99555
83117,99554
75391,99553
48073,99552
34503,99551
30515,99550
10965,99549
23499,99548
10064,99547
88750,99546
66486,99545
63890,99544
29070,99543
27488,99542
26924,99541
8732,99540
95212,99539
66280,99538
63408,99537
52460,99536
52093,99535
47768,99534
43468,99533
41552,99532
40809,99531
30782,99530
30250,99529
21594,99528
21484,99527
7353,99526
84468,99525
82762,99524
81162,99523
74567,99522
67261,99521
54389,99520
12100,99519
11485,99518
11447,99517
6701,99516
4982,99515
79158,99514
18912,99513
18362,99512
13172,99511
2610,99510
70614,99509
11008,99508
2248,99507
98924,99506
96694,99505
96427,99504
96225,99503
95796,99502
94858,99501
94809,99500
91244,99499
90241,99498
88164,99497
87852,99496
84461,99495
84431,99494
80365,99493
78106,99492
78014,99491
77804,99490
77429,99489
74699,99488
71458,99487
69138,99486
68892,99485
66587,99484
65930,99483
65267,99482
62965,99481
61901,99480
58881,99479
57291,99478
56878,99477
56298,99476
53924,99475
51850,99474
50815,99473
44947,99472
42577,99471
40524,99470
37131,99469
36428,99468
36356,99467
35612,99466
35205,99465
31929,99464
28716,99463
27282,99462
26503,99461
26488,99460
26319,99459
24013,99458
22405,99457
21832,99456
18231,99455
17437,99454
15958,99453
12364,99452
10061,99451
9865,99450
9598,99449
8617,99448
1286,99447
97312,99446
95965,99445
83680,99444
73666,99443
71287,99442
69107,99441
47955,99440
37504,99439
22706,99438
17444,99437
10787,99436
9843,99435
4005,99434
1109,99433
89007,99432
61192,99431
55277,99430
43484,99429
39945,99428
31530,99427
31349,99426
18598,99425
6449,99424
558,99423
70723,99422
78711,99421
69527,99420
68589,99419
69568,99418
66319,99417
63271,99416
59070,99415
56846,99414
65564,99413
46483,99412
52263,99411
40670,99410
96882,99409
96677,99408
85932,99407
78276,99406
77023,99405
71214,99404
56101,99403
48741,99402
44827,99401
42014,99400
34486,99399
32215,99398
18322,99397
16914,99396
88177,99395
71023,99394
70759,99393
68106,99392
64450,99391
57764,99390
49194,99389
44140,99388
43655,99387
36097,99386
25327,99385
15238,99384
13843,99383
79258,99382
73428,99381
72065,99380
65134,99379
31199,99378
28174,99377
22224,99376
17972,99375
12299,99374
94018,99373
77606,99372
33943,99371
10856,99370
97366,99369
85699,99368
81872,99367
65726,99366
55517,99365
45734,99364
25413,99363
15834,99362
13397,99361
10742,99360
99072,99359
92235,99358
87438,99357
47316,99356
8226,99355
97905,99354
96849,99353
96010,99352
75426,99351
49238,99350
33472,99349
21585,99348
5588,99347
95179,99346
92905,99345
88345,99344
80008,99343
77141,99342
77117,99341
76640,99340
72123,99339
71825,99338
70325,99337
67432,99336
66445,99335
55551,99334
46854,99333
44884,99332
35839,99331
30627,99330
18662,99329
16249,99328
10623,99327
5432,99326
5214,99325
44171,99324
9087,99323
4679,99322
95526,99321
88244,99320
51702,99319
47818,99318
47786,99317
6979,99316
5060,99315
3399,99314
83423,99313
70893,99312
65380,99311
63825,99310
56888,99309
27837,99308
24011,99307
16306,99306
12083,99305
2947,99304
99375,99303
98765,99302
98029,99301
95008,99300
89282,99299
85882,99298
83506,99297
82568,99296
81828,99295
81601,99294
78115,99293
77796,99292
76942,99291
76609,99290
73106,99289
71421,99288
68754,99287
66716,99286
64643,99285
64210,99284
54360,99283
52761,99282
52446,99281
52109,99280
47965,99279
42028,99278
40675,99277
34857,99276
32930,99275
32126,99274
32003,99273
31002,99272
30906,99271
28128,99270
26816,99269
26767,99268
26423,99267
24403,99266
23384,99265
21579,99264
19645,99263
16101,99262
13509,99261
11249,99260
3577,99259
2177,99258
76769,99257
36590,99256
1829,99255
88751,99254
60690,99253
23852,99252
12660,99251
10017,99250
1684,99249
724,99248
99151,99247
98670,99246
98214,99245
95560,99244
93843,99243
92522,99242
89310,99241
86074,99240
83346,99239
82773,99238
79476,99237
77511,99236
76782,99235
73693,99234
72082,99233
71279,99232
